OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,CSI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
192837,GO-20191316920,7/14/2019 4:00:00 AM,7/14/2019 4:00:00 AM,2019,July,14,195,Sunday    ,11,2019.0,July,14.0,195.0,Sunday    ,11,D31,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,154,Oakdale-Beverley Heights (154),026,Downsview-Roding-CFB (26),-79.5131838452821,43.725526649875,-8851367.13697734,5423064.5844204
114186,GO-20171044020,6/12/2017 4:00:00 AM,6/10/2017 4:00:00 AM,2017,June,12,163,Monday    ,12,2017.0,June,10.0,161.0,Saturday  ,20,D14,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,079,University (79),079,University (79),-79.4102134335236,43.6626714062989,-8839904.52325805,5413387.34494903
107592,GO-2017595437,4/5/2017 4:00:00 AM,3/31/2017 4:00:00 AM,2017,April,5,95,Wednesday ,11,2017.0,March,31.0,90.0,Friday    ,10,D43,Schools During Supervised Activity,Educational,1430,100,Assault,Assault,142,Woburn North (142),137,Woburn (137),-79.2265638777098,43.7775845087597,-8819460.74819972,5431087.14070355
293372,GO-2022710715,4/16/2022 4:00:00 AM,4/16/2022 4:00:00 AM,2022,April,16,106,Saturday  ,22,2022.0,April,16.0,106.0,Saturday  ,19,D42,Bar / Restaurant,Commercial,1430,100,Assault,Assault,130,Milliken (130),130,Milliken (130),-79.2862806162469,43.8037472432393,-8826108.38506571,5435121.67640954
207061,GO-20192202003,11/14/2019 5:00:00 AM,11/14/2019 5:00:00 AM,2019,November,14,318,Thursday  ,17,2019.0,November,14.0,318.0,Thursday  ,17,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3909869466495,43.6693872093231,-8837764.24051547,5414420.83113961
25581,GO-20143125248,10/17/2014 4:00:00 AM,10/17/2014 4:00:00 AM,2014,October,17,290,Friday    ,23,2014.0,October,17.0,290.0,Friday    ,5,D14,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3992859335699,43.6391373782411,-8838688.07952241,5409766.63608335
253083,GO-2021447589,3/10/2021 5:00:00 AM,3/10/2021 5:00:00 AM,2021,March,10,69,Wednesday ,18,2021.0,March,10.0,69.0,Wednesday ,18,NSA,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,NSA,NSA,NSA,NSA,0.0,0.0,6.327780442533911e-09,5.6649236412909e-09
176242,GO-2019275851,2/13/2019 5:00:00 AM,2/13/2019 5:00:00 AM,2019,February,13,44,Wednesday ,5,2019.0,February,13.0,44.0,Wednesday ,5,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,059,Danforth East York (59),059,Danforth East York (59),-79.3426622235506,43.6906118077604,-8832384.75695838,5417687.81754598
423964,GO-2025163983,1/23/2025 5:00:00 AM,1/23/2025 5:00:00 AM,2025,January,23,23,Thursday  ,13,2025.0,January,23.0,23.0,Thursday  ,13,D13,"Apartment (Rooming House, Condo)",Apartment,1457,100,Pointing A Firearm,Assault,109,Caledonia-Fairbank (109),109,Caledonia-Fairbank (109),-79.4605453943495,43.6889920835684,-8845507.45141587,5417438.46155309
172214,GO-201912411,1/3/2019 5:00:00 AM,1/3/2019 5:00:00 AM,2019,January,3,3,Thursday  ,4,2019.0,January,3.0,3.0,Thursday  ,0,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.3011688543107,43.6956114127014,-8827765.73613868,5418457.54761683
340335,GO-20231006805,5/6/2023 4:00:00 AM,5/5/2023 4:00:00 AM,2023,May,6,126,Saturday  ,0,2023.0,May,5.0,125.0,Friday    ,20,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.2542411407459,43.7766362676131,-8822541.76702343,5430940.94632307
111566,GO-2017855082,5/16/2017 4:00:00 AM,5/15/2017 4:00:00 AM,2017,May,16,136,Tuesday   ,9,2017.0,May,15.0,135.0,Monday    ,11,D14,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,078,Kensington-Chinatown (78),078,Kensington-Chinatown (78),-79.4047819326258,43.652665893742,-8839299.89133249,5411847.82412288
46740,GO-20151013944,6/16/2015 4:00:00 AM,6/16/2015 4:00:00 AM,2015,June,16,167,Tuesday   ,22,2015.0,June,16.0,167.0,Tuesday   ,22,D13,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,Assault,094,Wychwood (94),094,Wychwood (94),-79.4234632320369,43.6736302209829,-8841379.48402452,5415073.84234872
192188,GO-20191283727,7/9/2019 4:00:00 AM,7/9/2019 4:00:00 AM,2019,July,9,190,Tuesday   ,22,2019.0,July,9.0,190.0,Tuesday   ,22,D43,Convenience Stores,Commercial,1420,100,Assault With Weapon,Assault,123,Cliffcrest (123),123,Cliffcrest (123),-79.2324245436311,43.7250459921574,-8820113.15455455,5422990.54345614
10292,GO-20142020958,5/5/2014 4:00:00 AM,5/5/2014 4:00:00 AM,2014,May,5,125,Monday    ,17,2014.0,May,5.0,125.0,Monday    ,17,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1610,200,Robbery - Mugging,Robbery,123,Cliffcrest (123),123,Cliffcrest (123),-79.2403422268998,43.718164098665,-8820994.54699437,5421930.51598443
1184,GO-20141352147,1/16/2014 5:00:00 AM,1/15/2014 5:00:00 AM,2014,January,16,16,Thursday  ,6,2014.0,January,15.0,15.0,Wednesday ,23,D32,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,032,Englemount-Lawrence (32),032,Englemount-Lawrence (32),-79.438822582731,43.7318796536481,-8843089.27915676,5424043.26234778
289881,GO-2022495347,3/16/2022 4:00:00 AM,3/16/2022 4:00:00 AM,2022,March,16,75,Wednesday ,20,2022.0,March,16.0,75.0,Wednesday ,20,D52,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,165,Harbourfront-CityPlace (165),077,Waterfront Communities-The Island (77),-79.3827790420346,43.6426342817379,-8836850.54071039,5410304.54483333
193156,GO-20191342032,7/17/2019 4:00:00 AM,7/17/2019 4:00:00 AM,2019,July,17,198,Wednesday ,18,2019.0,July,17.0,198.0,Wednesday ,17,D55,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,062,East End-Danforth (62),062,East End-Danforth (62),-79.2969856556597,43.6912923211686,-8827300.06466743,5417792.58431415
408553,GO-20242049136,9/18/2024 4:00:00 AM,9/18/2024 4:00:00 AM,2024,September,18,262,Wednesday ,12,2024.0,September,18.0,262.0,Wednesday ,11,D42,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,129,Agincourt North (129),129,Agincourt North (129),-79.2709605318756,43.8109803751003,-8824402.96111592,5436237.40404138
367403,GO-20232624617,11/13/2023 5:00:00 AM,11/13/2023 5:00:00 AM,2023,November,13,317,Monday    ,1,2023.0,November,13.0,317.0,Monday    ,1,D51,Bar / Restaurant,Commercial,1420,100,Assault With Weapon,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3861390484279,43.6687295080645,-8837224.57486737,5414319.61328047
77175,GO-2016799789,5/10/2016 4:00:00 AM,5/10/2016 4:00:00 AM,2016,May,10,131,Tuesday   ,1,2016.0,May,10.0,131.0,Tuesday   ,1,D43,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1610,100,Robbery With Weapon,Robbery,138,Eglinton East (138),138,Eglinton East (138),-79.2320400725878,43.7430304812738,-8820070.3554386,5425761.29420141
464613,GO-20266290,1/1/2026 5:00:00 AM,1/1/2026 5:00:00 AM,2026,January,1,1,Thursday  ,22,2026.0,January,1.0,1.0,Thursday  ,19,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1430,100,Assault,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3799562462733,43.6540727931765,-8836536.30849705,5412064.28433364
360464,GO-20232234284,9/24/2023 4:00:00 AM,9/24/2023 4:00:00 AM,2023,September,24,267,Sunday    ,22,2023.0,September,24.0,267.0,Sunday    ,21,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1420,100,Assault With Weapon,Assault,126,Dorset Park (126),126,Dorset Park (126),-79.2748498249483,43.7491026617779,-8824835.91523223,5426696.98273895
240112,GO-20201934191,10/11/2020 4:00:00 AM,9/13/2020 4:00:00 AM,2020,October,11,285,Sunday    ,20,2020.0,September,13.0,257.0,Sunday    ,10,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,NSA,NSA,NSA,NSA,0.0,0.0,6.327780442533911e-09,5.6649236412909e-09
322823,GO-20222461633,12/17/2022 5:00:00 AM,12/15/2022 5:00:00 AM,2022,December,17,351,Saturday  ,9,2022.0,December,15.0,349.0,Thursday  ,15,D52,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1430,100,Assault,Assault,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3779175452756,43.6431728822766,-8836309.36133985,5410387.3973746
14130,GO-20142298107,6/15/2014 4:00:00 AM,6/15/2014 4:00:00 AM,2014,June,15,166,Sunday    ,21,2014.0,June,15.0,166.0,Sunday    ,21,D54,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,043,Victoria Village (43),043,Victoria Village (43),-79.3049717570482,43.7160061705823,-8828189.07336418,5421598.15243201
447178,GO-20251645231,8/6/2025 4:00:00 AM,8/6/2025 4:00:00 AM,2025,August,6,218,Wednesday ,17,2025.0,August,6.0,218.0,Wednesday ,17,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),-79.4216356674189,43.739866979012,-8841176.04041933,5425273.85414741
369363,GO-20232736408,11/27/2023 5:00:00 AM,3/1/2021 5:00:00 AM,2023,November,27,331,Monday    ,12,2021.0,March,1.0,60.0,Monday    ,0,D11,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,091,Weston-Pelham Park (91),091,Weston-Pelham Park (91),-79.4615466169431,43.6739295330547,-8845618.9070504,5415119.90903149
187178,GO-2019978068,5/28/2019 4:00:00 AM,5/26/2019 4:00:00 AM,2019,May,28,148,Tuesday   ,16,2019.0,May,26.0,146.0,Sunday    ,12,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,086,Roncesvalles (86),086,Roncesvalles (86),-79.441361319545,43.6408880907411,-8843371.89006685,5410035.93434153
212776,GO-202046740,1/7/2020 5:00:00 AM,1/7/2020 5:00:00 AM,2020,January,7,7,Tuesday   ,22,2020.0,January,7.0,7.0,Tuesday   ,22,D43,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,136,West Hill (136),136,West Hill (136),-79.1964252067769,43.7661562929773,-8816105.72669081,5429325.35801837
138318,GO-2018253840,2/9/2018 5:00:00 AM,2/9/2018 5:00:00 AM,2018,February,9,40,Friday    ,20,2018.0,February,9.0,40.0,Friday    ,10,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1410,100,Aggravated Assault,Assault,139,Scarborough Village (139),139,Scarborough Village (139),-79.2156214869008,43.7438912869317,-8818242.64680554,5425893.93373371
161917,GO-20181803944,9/29/2018 4:00:00 AM,9/29/2018 4:00:00 AM,2018,September,29,272,Saturday  ,17,2018.0,September,29.0,272.0,Saturday  ,16,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,065,Greenwood-Coxwell (65),065,Greenwood-Coxwell (65),-79.3227482229379,43.6745374937295,-8830167.9405074,5415213.48014869
13558,GO-20142256072,6/9/2014 4:00:00 AM,6/9/2014 4:00:00 AM,2014,June,9,160,Monday    ,19,2014.0,June,9.0,160.0,Monday    ,18,D33,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,048,Hillcrest Village (48),048,Hillcrest Village (48),-79.355223655007,43.7947446638707,-8833783.08906093,5433733.1960993
19198,GO-20142674663,8/10/2014 4:00:00 AM,8/10/2014 4:00:00 AM,2014,August,10,222,Sunday    ,15,2014.0,August,10.0,222.0,Sunday    ,15,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1420,100,Assault With Weapon,Assault,158,Islington (158),014,Islington-City Centre West (14),-79.5467527879064,43.6471656293929,-8855104.01461857,5411001.62261122
183705,GO-2019758688,4/27/2019 4:00:00 AM,4/27/2019 4:00:00 AM,2019,April,27,117,Saturday  ,14,2019.0,April,27.0,117.0,Saturday  ,14,D51,"Open Areas (Lakes, Parks, Rivers)",Outside,1480,100,Assault - Resist/ Prevent Seiz,Assault,167,Church-Wellesley (167),075,Church-Yonge Corridor (75),-79.3845627472281,43.6649204040241,-8837049.10184271,5413733.42745007
443595,GO-20251422428,7/8/2025 4:00:00 AM,7/8/2025 4:00:00 AM,2025,July,8,189,Tuesday   ,13,2025.0,July,8.0,189.0,Tuesday   ,10,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,211,Theft Over - Distraction,Theft Over,116,Steeles (116),116,Steeles (116),-79.3225401968918,43.8161221531109,-8830144.78315901,5437030.61756767
316685,GO-20222104380,10/29/2022 4:00:00 AM,10/29/2022 4:00:00 AM,2022,October,29,302,Saturday  ,6,2022.0,October,29.0,302.0,Saturday  ,3,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.5095346707154,43.7351030050244,-8850960.91278585,5424539.85808215
111405,GO-2017855418,5/15/2017 4:00:00 AM,5/15/2017 4:00:00 AM,2017,May,15,135,Monday    ,14,2017.0,May,15.0,135.0,Monday    ,13,D52,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1480,100,Assault - Resist/ Prevent Seiz,Assault,170,Yonge-Bay Corridor (170),076,Bay Street Corridor (76),-79.3807069451267,43.6521346912383,-8836619.87592747,5411766.09653764
104608,GO-2017386703,3/2/2017 5:00:00 AM,3/2/2017 5:00:00 AM,2017,March,2,61,Thursday  ,21,2017.0,March,2.0,61.0,Thursday  ,21,D43,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,157,Bendale South (157),127,Bendale (127),-79.2553552523204,43.7535219737089,-8822665.78929264,5427378.03325462
304026,GO-20221367960,7/17/2022 4:00:00 AM,7/17/2022 4:00:00 AM,2022,July,17,198,Sunday    ,21,2022.0,July,17.0,198.0,Sunday    ,21,D43,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,136,West Hill (136),136,West Hill (136),-79.1960009011566,43.7556413926696,-8816058.49316295,5427704.67012902
397627,GO-20241401588,6/27/2024 4:00:00 AM,6/27/2024 4:00:00 AM,2024,June,27,179,Thursday  ,13,2024.0,June,27.0,179.0,Thursday  ,13,D23,"Other Non Commercial / Corporate Places (Non-Profit, Gov'T, Firehall)",Other,1430,100,Assault,Assault,002,Mount Olive-Silverstone-Jamestown (2),002,Mount Olive-Silverstone-Jamestown (2),-79.5849072678836,43.7387829743258,-8859351.35190365,5425106.83395485
365056,GO-20232502394,10/28/2023 4:00:00 AM,10/27/2023 4:00:00 AM,2023,October,28,301,Saturday  ,14,2023.0,October,27.0,300.0,Friday    ,22,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2135,210,Theft Of Motor Vehicle,Auto Theft,041,Bridle Path-Sunnybrook-York Mills (41),041,Bridle Path-Sunnybrook-York Mills (41),-79.385637891044,43.7457097869068,-8837168.78632532,5426174.14830852
419781,GO-20242717419,12/16/2024 5:00:00 AM,12/9/2024 5:00:00 AM,2024,December,16,351,Monday    ,16,2024.0,December,9.0,344.0,Monday    ,1,D42,Nursing Home,Other,1430,100,Assault,Assault,116,Steeles (116),116,Steeles (116),-79.3373498141535,43.8063947321695,-8831793.38218229,5435530.04214232
218012,GO-2020408543,2/26/2020 5:00:00 AM,2/26/2020 5:00:00 AM,2020,February,26,57,Wednesday ,20,2020.0,February,26.0,57.0,Wednesday ,20,D31,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,1610,140,Robbery - Vehicle Jacking,Robbery,027,York University Heights (27),027,York University Heights (27),-79.509661117744,43.7751769884433,-8850974.9888015,5430715.96739799
450824,GO-20251861541,9/4/2025 4:00:00 AM,9/4/2025 4:00:00 AM,2025,September,4,247,Thursday  ,20,2025.0,September,4.0,247.0,Thursday  ,20,D31,Unknown,Other,2135,210,Theft Of Motor Vehicle,Auto Theft,022,Humbermede (22),022,Humbermede (22),-79.5415780954731,43.7482525813546,-8854527.9704288,5426565.98438035
299836,GO-20221099629,6/10/2022 4:00:00 AM,5/3/2022 4:00:00 AM,2022,June,10,161,Friday    ,14,2022.0,May,3.0,123.0,Tuesday   ,23,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1420,100,Assault With Weapon,Assault,099,Mount Pleasant East (99),099,Mount Pleasant East (99),-79.3863211714978,43.6993925455333,-8837244.84870699,5419039.72658173
266962,GO-20211471210,8/4/2021 4:00:00 AM,8/4/2021 4:00:00 AM,2021,August,4,216,Wednesday ,19,2021.0,August,4.0,216.0,Wednesday ,19,D51,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,072,Regent Park (72),072,Regent Park (72),-79.362735059712,43.6594305985343,-8834619.25484068,5412888.66273017
213642,GO-2020101833,1/15/2020 5:00:00 AM,11/1/2019 4:00:00 AM,2020,January,15,15,Wednesday ,16,2019.0,November,1.0,305.0,Friday    ,9,D12,"Single Home, House (Attach Garage, Cottage, Mobile)",House,1457,100,Pointing A Firearm,Assault,110,Keelesdale-Eglinton West (110),110,Keelesdale-Eglinton West (110),-79.4656073005281,43.6846849001162,-8846070.94032556,5416775.40471059
377204,GO-2024176084,1/24/2024 5:00:00 AM,1/23/2024 5:00:00 AM,2024,January,24,24,Wednesday ,8,2024.0,January,23.0,23.0,Tuesday   ,20,D33,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,149,Parkwoods-O'Connor Hills (149),045,Parkwoods-Donalda (45),-79.3317003540596,43.7491598151944,-8831164.48717184,5426705.79014193
382255,GO-2024459108,3/1/2024 5:00:00 AM,3/1/2024 5:00:00 AM,2024,March,1,61,Friday    ,7,2024.0,March,1.0,61.0,Friday    ,7,D55,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1430,100,Assault,Assault,063,The Beaches (63),063,The Beaches (63),-79.2981572459527,43.6737912285218,-8827430.48546965,5415098.62283167
365203,GO-20232509401,10/29/2023 4:00:00 AM,10/29/2023 4:00:00 AM,2023,October,29,302,Sunday    ,12,2023.0,October,29.0,302.0,Sunday    ,12,D31,"Apartment (Rooming House, Condo)",Apartment,1430,100,Assault,Assault,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.516021712951,43.7507267804519,-8851683.04699804,5426947.26617038
45289,GO-2015922914,6/2/2015 4:00:00 AM,6/2/2015 4:00:00 AM,2015,June,2,153,Tuesday   ,14,2015.0,June,2.0,153.0,Tuesday   ,14,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,1610,120,Robbery - Armoured Car,Robbery,061,Taylor-Massey (61),061,Taylor-Massey (61),-79.2883460613379,43.6912247252453,-8826338.30935138,5417782.17767879
64067,GO-20152132953,12/13/2015 5:00:00 AM,12/12/2015 5:00:00 AM,2015,December,13,347,Sunday    ,1,2015.0,December,12.0,346.0,Saturday  ,1,D14,"Open Areas (Lakes, Parks, Rivers)",Outside,1430,100,Assault,Assault,085,South Parkdale (85),085,South Parkdale (85),-79.426037024653,43.6392257834165,-8841665.99735069,5409780.23453334
295594,GO-2022847349,5/6/2022 4:00:00 AM,5/6/2022 4:00:00 AM,2022,May,6,126,Friday    ,19,2022.0,May,6.0,126.0,Friday    ,12,D53,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2135,210,Theft Of Motor Vehicle,Auto Theft,101,Forest Hill South (101),101,Forest Hill South (101),-79.4071973418992,43.6920336189093,-8839568.77343242,5417906.71044588
275006,GO-20211993650,10/17/2021 4:00:00 AM,10/17/2021 4:00:00 AM,2021,October,17,290,Sunday    ,1,2021.0,October,17.0,290.0,Sunday    ,1,D14,Bar / Restaurant,Commercial,1480,110,Administering Noxious Thing,Assault,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.4005902331352,43.6478853871859,-8838833.27342292,5411112.35110701
185122,GO-2019846318,5/9/2019 4:00:00 AM,3/1/2018 5:00:00 AM,2019,May,9,129,Thursday  ,23,2018.0,March,1.0,60.0,Thursday  ,23,D55,"Apartment (Rooming House, Condo)",Apartment,1420,100,Assault With Weapon,Assault,062,East End-Danforth (62),062,East End-Danforth (62),-79.2969471546531,43.6881955253105,-8827295.77875572,5417315.83401933
175944,GO-2019256787,2/9/2019 5:00:00 AM,2/9/2019 5:00:00 AM,2019,February,9,40,Saturday  ,21,2019.0,February,9.0,40.0,Saturday  ,21,D11,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,1610,200,Robbery - Mugging,Robbery,088,High Park North (88),088,High Park North (88),-79.4652710158585,43.6535528246841,-8846033.5052506,5411984.28341389
